DATE;DAY;MONTH;WEEKDAY;PM2.5(AQI);PM10(AQI);O3(AQI);NO2(AQI);SO2(AQI);PRECIPITATIONS(mm);TAVG(C);TMAX(C);TMIN(C);PRESSURE(hPa);WINDSPEED(km/h);HUMIDITY(percentage)
04/05/2022;4;5;3;46;24;41;17;2;0;13.6;17.6;9.5;1014.6;14.0;66.9
05/05/2022;5;5;4;59;16;44;16;2;0;15.0;21.5;7.0;1018.7;8.5;59.2
06/05/2022;6;5;5;44;16;42;11;2;0;15.8;23.6;6.4;1021.6;8.7;49.7
07/05/2022;7;5;6;43;17;44;10;2;0;16.6;24.4;7.2;1021.2;9.9;44.9
08/05/2022;8;5;7;46;25;49;17;2;0;17.6;25.1;8.3;1019.3;7.4;46.1
09/05/2022;9;5;1;50;40;52;20;2;0;18.7;27.0;9.2;1018.8;7.1;42.7
10/05/2022;10;5;2;75;41;49;25;2;0;19.5;28.0;9.8;1020.1;6.9;46.9
11/05/2022;11;5;3;75;38;47;18;2;0;21.4;29.3;12.3;1018.2;7.9;46.3
12/05/2022;12;5;4;67;44;52;23;2;0;22.4;30.6;13.0;1016.4;9.3;42.3
13/05/2022;13;5;5;80;54;46;18;2;0;20.6;28.2;11.6;1018.3;8.4;45.4
14/05/2022;14;5;6;103;34;35;10;2;0;22.3;30.4;14.2;1016.9;7.0;44.1
15/05/2022;15;5;7;73;29;34;15;2;0.1;21.5;29.7;14.1;1013.7;9.6;51.7
16/05/2022;16;5;1;60;22;32;18;2;0;18.9;26.1;10.2;1017.3;12.1;53.5
17/05/2022;17;5;2;56;30;47;24;2;0;20.1;27.5;10.7;1019.2;9.7;48.1
18/05/2022;18;5;3;70;45;42;18;2;0;22.1;29.6;13.1;1017.6;9.2;47.8
19/05/2022;19;5;4;74;44;42;15;2;0;24.3;33.0;14.8;1015.0;8.3;37.2
20/05/2022;20;5;5;75;39;51;14;2;0;25.9;35.2;16.7;1017.1;11.5;36.7
21/05/2022;21;5;6;72;50;42;12;2;0;25.9;34.4;16.1;1018.3;8.9;37.7
22/05/2022;22;5;7;102;29;39;18;2;0;26.9;35.4;17.8;1012.9;9.9;32.8
23/05/2022;23;5;1;76;29;39;11;2;0;21.5;29.6;13.2;1010.7;17.8;50.9
